Gene name	1-Control7D-1	12-Control14D-4	13-Bleo14D-1	15-Bleo14D-3	16-Bleo14D-4	17-Bleo14D-5	18-Bleo14D-6	22-Control21D-6	11-Control14D-3	32-Control28D-8
6430628N08Rik	0	0	0	0	0	0	0	0	0	0
6720489N17Rik	72	57.50871	34	65.00004	46.59674	55.4075	66	64.92084	49.258996	55
6820408C15Rik	173.62237	157.9426	127.50149	124.0356	141.99973	110.38409	151.89747	178	174.00005	195.8702
7420426K07Rik	0	0	0	0	0	0	0	0	0	0
7530416G11Rik	8.02051	1.00633	7.06871	3.02102	2.00647	4.02894	5.05514	5.04302	3.01261	4.02197
8030462N17Rik	432.363	503.88401	534.6178	657.7651	507.2411	475.6	580.3077	535.55156	472.87172	502.105
8030474K03Rik	0	0	0	0	0	0	0	0	0	0
9030025P20Rik	9.03705	4.01327	25.3473	18.4311	12.3645	29.9469	9.64311	6.76202	6.60027	6.44242
9030624G23Rik	21.6113	16.5757	35.7882	48.303	34.2431	26.3485	37.8017	12.2371	24.4838	23.9241
9130008F23Rik	30.7997	34.8093	29.64655	44.1956	35.3165	35.5989	28.4578	26.62691	39.5643	33.0598
9130019O22Rik	174.3414	202.7704	182.8066	158.1833	154.2407	183.7393	182.8322	226.9866	178.5735	159.7866
9130023H24Rik	142.331	173.699	160.719	167.385	161.68	167.27	158.808	152.91	145.322	177.994
9130230L23Rik	7.69801	15.6236	7.80672	11.0178	8.01433	6.1993	8.8625	28.0007	13.796103	20.7898
9130401M01Rik	223.67426	223.05241	337.08629	401.85952	326.4348	331.55197	331.48673	275.03706	232.6655	244.15225
9130409I23Rik	2	2	3	2	2	1	1	2	2	2
9230102O04Rik	0	0	2	2	0	2	5.80764	1	0	3
9230112D13Rik	0	2	0	2	1	2	0	5	1	0
9330159F19Rik	135.9884	108.6741	59.0653	93.3638	69.7455	57.1691	52.3337	153.7898	116.0259	143.012
9330182O14Rik	4	0	7	5	10	3	4	7	9	5
9430015G10Rik	62.69760012	64.6414	76.9055	67.9677	72.5307	97.0428	70.0379	85.9279	38.79778	69.07670079
9430038I01Rik	84.51116	79.028	80.58118	127.5724	67.17104	94.5885	125.03036	88.16298	90.3396	67.76008
9430069I07Rik	0	0	1	2	2	3	2	1	1	1
9530002B09Rik	0	0	0	0	0	0	0	0	0	0
9530003J23Rik	12	8	2.00245	0	2	1	3.00368	13	10	6
9530053A07Rik	56	45.999986	74.97333	96.4498134	55.00002	61.42831014	73.16182091	65.2931	84.424725	89.00004307
9530068E07Rik	3677.982	3815.23	4683.59	5075.12	4198.55	4305.65	4915.33	4124.999	3847.897	3772.98
9530077C05Rik	45.34703	25.688	65.5936	52.1173	19.58507	60.13913	62.27431	35.84926	52.79265	40.88819
9630041A04Rik	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	10.02532	6	18.99999101	5.10449	8.0962	8.214934	9.00705	11.18686	9.24179	38.5276
9930012K11Rik	202.001	232.2976	172.2067	228.7092	127.9399	210.3786	300.726	197.3188	237.6155	263.729
9930021J03Rik	495.4442	527.0004	489.1263	747.949	527.858	549.792	601.686	629	513.0001	514.7778
9930022D16Rik	2	0	6	12	5	2	1	0	0	2
9930104L06Rik	204.753	161.235	172.295	204.449	177.665	190.513	140.335	287.214	229.403	191.444
9930111J21Rik1	21.60974	35.9638	93.71291	121.261	59.94511	113.46558	67.87212	22.06189	27.778193	14.65831
9930111J21Rik2	543.9941	606.4424	666.03131	686.058	817.83211	838.06698	917.98902	620.28644	602.413193	770.94191
A030003K21Rik	0	2.34371	1	0.300288	0	0	0.362919	2	0.337772	0
A030005K14Rik	0	6.65629	0	0	0	0	0	0	0	5
A030005L19Rik	7	15	12	17	6	8	11	18	13	9
A030014E15Rik	1	5	1	2	2	3	1	1	0	3
A130010J15Rik	127.80647	142.73367	142.92385	163.189304	125.27019	117.11194	139.57647	111.56989	121.00372	141.8482
A1bg	0	0	1	0	0	0	0	0	0	0
A1cf	0	0	1	2	0	0	0	0	0	0
A230072I06Rik	0	0	0	0	0	0	0	0	0	0
A26c2	0	0	0	0	0	0	0	0	0	0
A26c3	5	3	2	5	8	8	3	12	7	8
A2m	12	13	219	505	208	133	85	18	14	12
A2ml1	191.737	142.341	531.686	509.674	348.577	408.323	302.012	193.571	274.905	250.36
A330070K13Rik	0	0	0	0	0	0	0	0	0	0
A3galt2	21	17	23	28.99997	30.99998	17.99997	14	28.99997	29.99996	29
A430005L14Rik	252.71276	220.48614	295.78635	251.9252	226.1712	228.49224	286.917	260.06645	231.88308	260.22947
A430033K04Rik	125.89454	142.67275	125.79745	122.21796	123.917	147.54997	160.14671	131.08203	129.46418	151.85373
A4galt	419.1562	414.635	842.7083	848.0191	749.3762	770.7929	823.3729	493.07029	495.5833	469.1336
A4gnt	1	0	0	5	3	3	0	0	0	0
A530016L24Rik	26	17.00002	12	3	10	7	6	20.99998	11	12
A530032D15Rik	10.17461	11.26158	12.3142	6.09705	6.05936	5.05921	4.3227	5.0323053	2.01619	11.32168
A530064D06Rik	19.1886	12.38904	34.4458	19.2985	40.40863	14.8144	14.041	32.5394	30.1294	57.77136
A530084C06Rik	0	0	0	0	0	0	0	0	0	0
A630001G21Rik	57.77248	23.4511	62.1542	42.7952	37.4595	40.6898	56.41645	47.2368	66.1568	71.6197
A630010A05Rik	20	20	22	48.96	19	28	21	21	20	19
A630023A22Rik	0	1	2.57773	2	5	2	5	1	5	0
A630073D07Rik	0	0	0	0	0	0	0	0	0	0
A630076J17Rik	1.01804	2.03261	0.128687	0	1.02225	0	0	1.01076	0	1.05207
A630089N07Rik	54.49913	33.6626	45.7465	60.72423	41.00887	40.60324	65.9341	34.4812	66.74595	47.99763
A630095N17Rik	6	1	1	3	0	5	1	1	0	0
A730009L09Rik	0	0	0	0	0	0	0	1	0	1
A730046J19Rik	7	7	13	21	13	21	19	4	6	4
A730049H05Rik	6	0	26.3511	10.0282	7.5115	10.1964	9.39656	14.8219	5.01978	4.62817
A730071L15Rik	1.01008	5.08016	4.09026	9.19793	2.03348	3.03517	2.03417	1.02045	3.02322	0
A830005F24Rik	4	2	1	0	0	0	0	1	5	4
A830018L16Rik	31.32463	31.91163	33.70061	31.32313	26.67056	26.9415	37.578	60.48564	36.42792	56.245575
A830031A19Rik	0	0	0	1	0	0	0	0	0	0
A930002H24Rik	15	11	15	16	11	9	11	11	16	10
A930003A15Rik	7	10	17.99998	14.00001	19.99999	8	13	6	9	5
A930004D18Rik	114.332	153.782	139.157	166.062	129.37	145.34	157.816	165.679	129.765	163.35
A930007A09Rik	86	114	99	129	132	138	174	96	80	94
A930009A15Rik	0	0	2	0	0	0	0	0	0	0
A930017K11Rik	0	0	7	1	0	9	8	1	3	2
A930018P22Rik	0	0	2	1	1	1	0	0	2	0
A930033H14Rik	45	45	63	53.0512	32	42.0274	61	39.0234	35	39
AA467197	25.99996	15	454.552	281.325	236.5145	180.1712	170.99976	30	35	31.00003
AA792892	0	0	2	1.0497	0	0	0	0	0	0
AA986860	1210.14	1142.39	1377.73	1559.31	988.56	1233.05	1510.05	1445.34	1086.22	1090.65
AAdacl4fm3	0	0	0	0	0	0	0	0	0	0
AB124611	282.9942	249.6919	414.3116	212.6024	292.5738	215.9998	263.6397	310.4671	220	530.1138
AF067061	0	0	1	0	1	0	4	0	1	0
AF067063	0	0	0	0	0	0	0	0	0	0
AF366264	5	4	1	1	1	8	2	1	4	5
AI182371	15.59922	16.69525	18.16869	37.05659	29.1059	19.72987	44.7216	28.69036	29.10445	21.92676
AI413582	201.68115	178.98963	295.5661	250.6674	210.43211	269.051	281.65951	188.79494	183.4187	238.39097
AI429214	34	55.0857	52	75.4493	63.0535	58	70.3724	60	52	68
AI467606	643	464	377	191	319	278	365.00002	576	417	688
AI593442	24.00001462	33	24	21	19	15.99995235	25.99998794	13	29	26
AI597479	527	619	513	619	527	566	636	711	558	572
AI661453	950.883	999.896	611.844	651.838	524.9387	668.9536	869.855	1018.977	951.948	930.944
AI837181	994	1005	943	964	853	850	1006	1064	922.0003	1046
AI854703	8	11	25	29.00001	20	9	15.99997	16.99996	9	9
AI987944	213.0991	236.2065	265.1251	315.8247	252.2836	252.9742	305.3216	256.3434	192.96451	220.0793
AK157302	0	0	0	0	0	0	0	0	0	0
AU015836	1	2.20836	5	0	3	0	1	0	3	4
AU018091	14.0097	18.0391	27.7468	35.72066	7.27902	22.25061	20.5506	0	0	6.50205
AU021092	1625	1409	666	502	556	795	1148	1594	1533	1497
AU022252	426.595	380.272	538.365	594.845	493.899	525.578	543.887	508.033	447.656	452.049
AU040320	1384.9535	1460.08225	1816.00047	1803.80499	1619.644317	1887.42866	2035.81969	1543.24524	1357.53423	1534.78977
AU041133	59	64.00004	63.99996	43	53	48	74	62	52	72
AV320801	7	0	0	4.65255	0	6.65325	2	1.7558	2	4
AW146154	140.761	128.837	114.839	93.3753	108.115	109.214	133.733	157.15	106.243	133.651
AW209491	307.00034	300.9995	229.0003	216.0001	190.0005	222.0002	267.0005	300.38535	212.9996	274.0003
AW549877	1421.5	1497.58	1236.4	1550.23	1459.65	1376.53	1689.04	1559.94	1414.08	1485
AW551984	17	8.88097	22.99996019	34.99995	30	15.60920004	22.000009	16	17.8053	15
AW554918	299.676	290.1316	245.3633249	278.1650003	206.15841	269.5297	325.9772	273.636	282.1141327	282.8189
AW822073	0	0	0	0	0	0	0	4	0	0
AY074887	7.46447	11.201	6.61282	4.19969	6.58444	8.6686	2.22173	4.69263	6.23616	2.14574
AY358078	0	0	0	0	0	0	0	0	0	0
AY761185	0	0	0	0	0	0	0	0	0	0
Aaas	173.563	187.424	338.4681	334.00572	291.7187	287.563	395.821	263.152	212.295	198.943
Aacs	762.323	765.242	911.767	868.987	659.131	793.515	830.876	903.48	826.323	847.586
Aadac	4	2.85312	12	0	10	7.96712	19	0	8	1
Aadacl2	0	0	1	2	0	0	0	0	0	0
Aadacl2fm1	3	0	1.00575	0	0	1	1	0	0	0
Aadacl2fm2	0	0	0	0	0	1	0	1	2	0
Aadacl2fm3	0	0	0	0	0	0.5	0	0	0	0
Aadacl3	0	0	0	0	0	0	0	0	0	0
Aadacl4	0	0	0	0	0	0	0	0	0	0
Aadacl4fm1	0	0	0	0	0	0	0	0	0	0
Aadacl4fm2	0	0	0	0	0	0	0	0	0	0
Aadacl4fm4	0	0	0	0	0	0	0	0	0	0
Aadacl4fm5	0	0	0	0	0	0	0	0	0	0
Aadat	0	1.000000102	0	2.78112	0	0	1	0	0	0
Aagab	586.945	554.156	706.532	726.731	607.774	661.708	685.212	684.951	582.265	562.583
Aak1	1098.26311	1165.73061	1552.28145	2388.4186	1685.22798	1792.1914	1751.54119	1363.27377	1170.46891	1405.8577
Aamdc	208.31941	212.22914	129.69468	134.67258	121.92738	134.75996	159.62791	220.68733	220.88923	216.77672
Aamp	2356.8818	2382.0009	2597.93776	2449.76683	2297.79194	2386.75147	2674.83841	2546.88355	2299.78094	2407.28178
Aanat	0	2	0	4.23228	1.23681	0	2	1.15363	4.65414	5.78875
Aar2	591.93374	593.00028	589.99996	634	566.99984	570.00005	568.99933	619.0003	568.81757	603.1197
Aard	244	322	83	100	65	130	228	326	250	242
Aars	2297.18	2367.37	3560.66	3921.65	3062.7	2835.57	3255.61	2783.45	2260.71	2656.3
Aars2	334.103	286.132	315.449	274.441	233.139	227.778	295.827	380.899	272.687	399.798
Aarsd1	419.922	408.26	420.553	358.045	320.762	371.589	420.256	419.954	319.405	438.39
Aasdh	151.303012	187.1307	132.195362	130.02195	113.8184	160.4397	176.773149	214.0942617	169.5366	189.1067
Aasdhppt	276.552	317.96	237.836	303.933	243.715	187.062	286.613	313.21	228.759	236.416
Aass	170	191.191	49.0501978	27.029	26.0084	54.2371	57.0186	222.973	186	144.246
Aatf	292.455	249.981	306.541	329.433	231.517	303.227	327.679	309.361	255.039	299.071
Aatk	523.2840712	630.03216	461.4063984	391.53944	343.96356	537.98257	575.0169	536.63396	523.919	670.5529707
Abat	255.0001	260.7884	249.79741	273.8335	233.00016	309.77231	239.0005	259.9322	229.8399917	267.9473
Abca1	1163.11	1303	2231.34	3074.62	3008.23	3297.36	2400.33	1354	1201	1309
Abca12	1.00864	2.00443	4.02679	7.02879	4.64184	5.00936	0	4.00616	2.00198	2.00352
Abca13	3	9	20	28	16	21	12	16	6	5
Abca14	3.37436	6.87886	1.11838	0	3.73074	0	3.18572	5.93955	1.32264	4.22234
Abca15	0	0	0	0	0	0	0	0	0	0
Abca16	0	0	0	0	0	0	0	0	0	0
Abca17	46.03268839	52.025083	16.00417049	11.00361	8.003020157	14.00433	23.00450753	64.05914018	63.03980338	47.02880292
Abca2	2332.53	2205.59	1954.2	1736.34	1688.65	1950.41	2408.99	2501.58	2285.03	2490.42
Abca3	13023.033	13443.705	7868.528	5957.459	6270.699	7620.693	11890.094	13432.247	13990.362	12918.087
Abca4	165.2869	140.1645	111.5159	128.6311	91.4398	114.1691	132.1586	161.6999	92.0954	143.2996
Abca5	761.913	866.719	716.981	1326.13922	570.66213	794.958	776.96206	863.909	756.923	857.28841
Abca6	32	54.3283	32.133	105.058	62.2203	49.8436	59.5693	42	36	64.7754
Abca7	2311	2342.999	1977.999	2102.001	1971.997	1906.996	2164.001	2470	2159	2884
Abca8a	2154.851	2035.685	1012.521	1364.94168	1074.644	1526.811	1566.202	2391.965	2227.291	2310.371
Abca8b	633.679	611.827	470.38	631.194	515.7283	683.0001	650.96645	687.859	689.657	688.32683
Abca9	281.939	309.991	516.798	619.815	809.929	771.966	674.548	331.983	278	358.936
Abcb10	606	702	667	810	582	620	720	721	645	687
Abcb11	5.000000015	0	11.00000118	5.444170293	3.000000194	5.448600168	5.000000052	1	0	0
Abcb1a	957.413	930.969	674.11	809.981	674.414	811.088	1033.8	1029.22	1171.02	1042.29
Abcb1b	92.4023	96.9333	290.89425	362.533	241.79	211.473	184.332	96.00517	85.911847	113.314
Abcb4	17	18.1657	17.05188	25.00001	11	8.45406	18.99995	7.06538	8.00461	23
Abcb5	0	0	0	0	0	0	0	0	0	0
Abcb6	328.028	371.079	351.147	478.317	374.109	285.04	313.317	343.17	388.576	363.475
Abcb7	365.195	365.376	499.277	683.851	547	570.482	571	424.764	432.264	408.866
Abcb8	413.5679	353.27045	442.5137	364.568	382.20107	391.07009	520.287	399.758	452.4856	390.57056
Abcb9	231.621	218.267	138.457	171.234	141.204	200.758	182.649	250.974	246.016	262.77
Abcc1	902.53797	968.618	1289.09	1541.6021	1311.8691	1040.36	1118.59217	971.687	850.23892	956.195
Abcc10	311.12969	379.7929	379.9834	323.3473	257.78227	341.7279	374.4335	305.7513	326.2867	330.7268
Abcc12	0	4.37088	2	0	0	1.71668	4.38395	0	6.57496	1
Abcc2	13.01085	19.00839	7	14.00001	6.01906	8	11.00875	14.01995	7.0018	19.01123
Abcc3	1529.939	1817.393	1190.692	1250.258	1360.817	1102.687	1267.086	1896.882	1818.393	1968.405
Abcc4	297.674	404.377	408.207	541.239	509.141	442.6284	592.699	466.979	352.2337	433.657
Abcc5	1998.0326	2157.4218	3157.7492	3539.6603	2784.1053	3059.407	3087.6265	2549.483	1900.6763	2227.6712
Abcc6	27	17	6	3	4.000005	10	12	17.2326	13	13.1892
Abcc8	23.669	43.4103	16.3189	23.8233	20.48277	12.7826	22.1219	25.63068	34	48.55753
Abcc9	297.5564	309.50419	475.05003	568.5576	503.185	491.8616	558.26095	377.40543	348.15048	282.10379
Abcd1	1710.998	1603.292	1396.004	1032.6	1275.527	1292.169	1566.998	1651.897	1531.9991	1739.041
Abcd2	540.059	616.817	782.447	797.869	810.271	788.431	798.933	581.284	519.654	792.567
Abcd3	2522.2417	2889.0167	2184.328	2397.34	1749.5722	2043.84	3047.2184	2716.0127	2947.2483	2743.1966
Abcd4	224.8344	248.0035	245.5007	320.27626	256.3604	319.82	322.2303	273.3772	228.0464	267.0323
Abce1	1200.62	1313.76	2060.53	2475.4	1680.57	1619.23	1948.35	1540.18	1379.25	1337.37
Abcf1	1969.8179	2053.6	2521.2999	2638.6382	2133.7588	2418.3077	2473.1381	2067.752	1838.08072	2220.0026
Abcf2	1197	1165	1697	1881	1373	1349	1532	1348	1155	1260
Abcf3	1051.58787	957.82389	989.3095	905.58681	895.21759	904.26248	1063.0203	1061.10666	860.44439	1052.33838
Abcg1	2496.2294	2586.1737	2609.53161	2024.9321	2009.52634	2911.81894	3201.311	2568.95	2563.9281	2755.7886
Abcg2	532.99722	531.34888	657.4282	932.40196	597.37608	512.38764	525.23077	525.25738	470.35391	498.373
Abcg3	184.0005	180.0003	75	43.99997	83	77.99996	117	196.9999	234.9999	233.9997
Abcg4	30.0271	15.60538	10.27302	32.07454	26.557109	36.612654	35.72668	20.85601	34.99968296	9.04772
Abcg5	5.85204	1	4	1.74863	2.9735	7	1.46869	6	2	1
Abcg8	3	3	1	5.000002	5.000001	3	2.999998	3.000005	4	3
Abhd10	194.307	162.732	197.166	222.704	148.529	172.614	209.615	172.051	140.42	170.06
Abhd11	410.85081	457.15558	574.91405	574.20744	433.1304	489.63091	493.81506	491.6665	441.517	493.4429
Abhd12	1342.66	1514.11	2454.98	2316.76	2089.12	2381.54	2170.07	1358.89	1358.14	1474.73
Abhd12b	6.70327	6.71767	4.9868	6.80271	2.53483	8.47441	6.31299	4.29917	8.09702	6.12273
Abhd13	829	896	959	1281	942	965	1142	909	846.9997	906
Abhd14a	161.8622	147	164.90381	186.00004	139.99993	160.00009	163.99994	195.99956	175.77206	155.93733
Abhd14b	904.00071	928.0005	478.99988	475.99989	436.99971	526.00047	683.99959	886.9999	939.06265	916.00043
Abhd15	85	135	222	196	188	180	146.922	95	82	157
Abhd16a	1525.68	1489.83	1208.25	1332.47	1078.09	1362.02	1486.84	1619.13	1391.33	1813.52
Abhd16b	3	8	5	12	8	9	6	2	5	8
Abhd17a	1335.99983	1402.9975	1437.00157	1636.00294	1221.99829	1444.00318	1505.0047	1371.0023	1258.99564	1434.995
Abhd17b	658.175	729.804	788.421	824.44	673.848	598.772	839.947	794.783	667.502	627.174
Abhd17c	1239	1355	1336	1647	892.707	1214	1392	1364	1212	1351.61
Abhd18	130.23012	165.77252	172.38	126.743479	117.38403	94.84159161	86.36713	151.9990006	138.59934	186.93618
Abhd2	5887.36	6028.71	5494.5	6021.17	4683.85	5258	7200.89	6641.31	5937.33	6334.18
Abhd3	144.40351	142.00024	99.91569	111.99989	83	112	117	172	148.99981	153
Abhd4	1649.9185	1721.00257	1765.58762	1864.54197	1895.41428	1651.4013	1954.5162	1561.85929	1553.58146	1661.6952
Abhd5	886.32876	869.79632	807.57757	1129.95522	767.89438	794.4085	1000.56066	941.8746	896.21593	840.31541
Abhd6	136.00004	157.0002	136	183.9998	132	148.9998	193.97576	210.0001	185	188.0001
Abhd8	515.663	469.862	512.452	533.316	470.217	513.249	509.448	467.154	474.545	483.684
Abi1	2722.2485	2941.041767	3341.3387	3584.82691	3028.0076	2877.671709	3428.9387	3179.722229	2744.44893	3193.390921
Abi2	520.36953	532.97264	749.90415	985.7615686	668.51499	705.222304	758.24558	590.68678	499.37054	536.28069
Abi3	1214.17855	1273.4891	1183.3246	916.5	836.35258	1086.47596	1212.66634	1470.6414	1350.7334	1642.2385
Abi3bp	2013.3633	2162.9626	1041.508	901.5541	910.94901	1329.15515	1708.1648	1988.7314	1705.88832	1695.0092
Abitram	216.323	242.621	429.314	466.98	324.317	320.903	312.419	304.914	163.889	243.935
Abl1	3151.52	3196.57503	3063.22577	3346.94	2760.62966	3043.4	3492.18	3327.60847	2960.78244	3341.73
Abl2	637.60155	637.63842	1038.70449	1843.9554	1310.11632	1401.1648	1212.11503	715.5128	643.33752	715.47769
Ablim1	4576.67087	4631.86573	4774.4398	4318.22169	3963.18063	4057.7502	5201.58693	5630.69595	4512.4282	4804.72782
Ablim2	190.63149	195.15938	127.0000839	143.11222	150.30124	146.4317	132.83393	206.3383	169.90449	171.56002
Ablim3	2877	3017	1575	2289.996	1471	2053	2527	3106	2780	3095
Abo	0	0	0	0	0	0	0	0	0	1
Abr	2187.5324	2284.46022	2741.0927	2440.8371	2436.4226	2689.73968	2828.6834	2350.83541	2122.944	2600.47872
Abra	107.049	93.27	35.1621	26.0602	14.0318	21.0973	34.0685	140.53	72.1812	93.2175
Abracl	478.43518	439.45302	706.4921	780.8523	594.40813	652.26845	652.4324	520.5945	435.85054	529.66734
Abraxas1	15.64383	90.7662	62.6015	169.2446	46.26376	41.66320003	36.17230037	27.1005	64.5827	43.77633
Abraxas2	690.213	701.95808	855.80176	776.19807	672.2496	647.3932	822.2271	674.21412	592.8392	711.14074
Abt1	315.902	329.813	363.789	345.635	260.854	301.43	372.934	379.378	332.005	378.324
Abtb1	507.955	521.941	456.665	399.503	384.012	452.138	499.13	553.61	498.103	787.218
Abtb2	242.123	260.107	386.699	392.434	324.84	382.398	470.733	341.604	270.806	354.981
Acaa1a	1879.66079	1909.78204	1662.82425	1516.73099	1367.24485	1577.33298	1946.76176	1957.82365	1909.11772	2057.92517
Acaa1b	133.308	170.632	35.0715	34.6744	21.3719	33.4665	37.6586	139.444	189.321	172.042
Acaa2	1826	1754	1901	1590	1351	1421	1846	1848	1924	2036
Acaca	1646.47413	1713.097495	1382.89126	2026.4988	1489.71823	1765.759448	1871.111091	1715.0193	1352.431932	1626.5522
Acacb	743.6884	720.4113	323.9036	393.1529	378.2994	386.9909	626.7832	708.8165	749.576	575.6703
Acad10	249.14762	208.9544	172.9509	127.9418	152.493	182.3708	225.331	248.7238	233.0238	242.8692
Acad11	585.86116	650.8247	569.9998	542.36157	595	596.0004	741.9361	676.484	574.6772	699.1729
Acad12	332.77667	305.20542	178.7639	156.1043	168.6083	275.45388	269.5857	338.90136	327.16193	324.3217
Acad8	518.7125	500.4918	462.56184	503.0657	436.5466	386.48773	489.65502	505.4236	490.877	589.546
Acad9	558.4061	574.0594	577.5629	573.4311	519.436	518.4248	634.3431	617.0735	564.7139	610.1843
Acadl	2118.14	2304.96	2700.74	2478.93	1869.69	1960.73	2776.53	2221.28	2358.09	2490.6
Acadm	1523.98	1459.39	1015.12	1173.82	1062.64	938.583	1177.07	1745.47	1516.24	1563.75
Acads	407.745	466.476	525.655	522.82	420.276	501.982	538.147	435.045	391.17	410.676
Acadsb	818.7632	884.6315	1109.7983	1408.25016	839.7516	1082.5079	984.061	874.1588	702.411	788.0292958
Acadvl	1841.0898	1817.8822	1812.9342	1728.416	1491.3097	1610.061	1725.7664	1890.8458	1748.9331	2011.9208
Acan	0	0	6	5	18.99996	14.000005	20.00003	3	4	6
Acap1	455.697	486.373	317.419	109.734	311.504	250.874	263.486	531.224	429.739	651.489
Acap2	873.59034	1141.7207	264.64245	565.98611	335.4237	638.7361	850.16925	740.96376	1009.63274	985.4729
Acap3	674.612	758.427	1028.82	1164.84	879.165	961.659	974.162	727.824	686.269	789.138
Acat1	1644.19	1823.44	1593.38	1680.28	1427.12	1362.15	1673.98	1781.13	1645.97	1858.74
Acat2	628.1981	696.77323	605.5402	665.9626	448.75639	563.8471	652.0065	781.8495	685.453	660.31101
Acat3	17.8618	21.8689	94.3473	73.9555	25.90799576	26.4844	17.9235	19.638	5.02745	21.76001675
Acbd3	1079.92	1200.72	1458.83	1639.51	1352.86	1485.82	1595.7	1399.79	1184.73	1234.68
Acbd4	126.39414	136.066	72.07632	74.7696	12.98251	62.79573	49.73829	126.50659	153.7297	104.92806
Acbd5	1601.104055	1744.23128	1524.97732	1916.49077	1459.70749	1597.912291	1968.72704	1831.79527	1729.2185	1751.727427
Acbd6	445.86864	494.57117	542.8566	652.8444	532.9727	493.16411	574.0674	478.3008	455.4885	487.6556
Acbd7	2	3	1	5	5	5	0	3	0	2
Accs	210.19703	212.4944	283.67911	303.7323	234.3338082	274.41281	277.9178	223.6822	232.188	247.2467
Accsl	0	3	4	5	0	1	0	3	0	0
Acd	129.681	142.002	205.56	103.087	130.765	191.055	177.474	164.516	189.852	257.399
Ace	31370.05	31742.02	38558.96	48476	31890.01	36084.98	37014.05	32843.62	27773.99	35718.99
Ace2	357.9996	357.00004	132	155	200	107.00006	241.9997	355	333.99981	343
Ace3	109	115	122	96	69	165	176	141	168	153
Acer1	7.38299	3.43145	5.24115	6.34167	12.4167	7.62366	6.37898	6.64924	2.06499	4.04876
Acer2	5968.296	5306.912	6323.116	8522.316	6883.622	6737.564	6812.782	8548.848	7662.761	6318.83
Acer3	689.549	695.55	802.773	863.313	668.518	683.868	816.899	745.427	724.138	723.908
Ache	38.1612	33.0367	61.532381	65.7714	59.0658	48.1039	95.576	26.9433	37.336903	40.4552
Acin1	4305.6623	4114.24524	3550.36338	3211.1134	3234.09711	3390.6922	3823.1897	4566.70877	3719.26802	4375.81603
Ackr1	5.37059	5	164.0003	170.23578	156.8979	90.99721	57	5	12.5736	6
Ackr2	753.99982	891.0001	1244.9992	1382.99795	1003.99997	1174.00056	1102.99859	986.99998	894.0003	941.0008
Ackr3	823	843.00043	2530.9983	3550.9975	2731.0034	2339.0002	2100.99592	1238.00496	870	701.00044
Ackr4	207.7088	241.1769	10.00846	14.63865	11.59427	17.9412	46.28306004	188.3416	145.637	171.9355
Acly	6692.556	6738.186	4940.982	4581.655	4375.013	4729.223	6151.673	7269.01	6194.982	6694.991
Acmsd	12.7038	3.81028	3.81516	3.83561	2.88737	6.01278	7.66025	11.3314	7.65828	7.39338
Acnat1	8.63454	8.00168	8	3.00075	4	4	6	11.0024	15.00004	17
Acnat2	0	0	0	0	0	0	0	0	0	0
Aco1	1480.86	1690.23	2442.17	2516.66	2286.35	2374.89	2787.44	1771.23	1713.85	1713.43
Aco2	4195.4382	4232.38966	4150.32986	4123.78	3534.18445	3836.6137	4659.52426	4470.60459	3769.50246	4460.96857
Acod1	10	3	80	15	16	3	9	23	6	29
Acot1	601.68946	500.83174	341.838	229.986	193.902	198.508	348.684	681.20723	858.60865	773.30151
Acot10	1.01091	0	5.01144	0	2.01178	0	1.00401	1.01651	1.00648	1.00294
Acot11	493.74703	554.97078	580.2853	538.3949	514.2937	588.20662	654.381	588.09203	551.01381	619.3763
Acot12	2.27828	2.27431	13.6543	15.9812	7.96594	5.71642	1.14203	2.2729	5.70166	6.83615
Acot13	322	263	258	276	270	241	322	281	255	272
Acot2	304.493	331.758	230.459	287.73	246.213	222.339	315.877	394.307	356.292	379.804
Acot3	0	0	0	1.42988	0	0	0	0	0	0
Acot4	101.212	117.103	97.9199	171.58899	100.996	76.2332	105.86	129.226	99.7604	148.1956
Acot5	0	0	0	0	0	0	0	1.48576	0	0
Acot6	72.5801	67.05803	83.018	132.3228	71.0927	67.15424	89.2056	67.0786	74.4062	89.3651
Acot7	2230.00034	2261.73853	1418.43021	1171.0041	1255.0016	1454.8163	2010.3	2327.30733	2391.621	2364.26949
Acot8	183.61326	169.54367	168.805	81.4209	95.19940009	145.726	164.47444	153.74026	168.31849	170.2577
Acot9	702.524	776.632	985.073	1088.15	743.46	812.461	858.232	778.529	671.51	765.408
Acox1	2903.301	3040.125	3154.766	3415.309	3003.044	3133.95	3561.862	3157.112	3057.137	2977.633
Acox2	255.9997	302.9998	209.24106	291.4859	293.002	230.7469	203.3772	242.1292	337.302	276.8223
Acox3	1270.2626	1260.91195	1749.3679	1506.75791	1632.5077	1783.2913	1824.1312	1434.5987	1180.3525	1408.0881
Acoxl	1138.1826	1177.676	176.796	52.00001	127.58531	198.51971	424.83268	1171.6399	1130.2482	1127.0377
Acp1	659.368	707.289	869.445	1070.199	772.888	775.093	897.57	716.89	651.201	730.815
Acp2	999.18172	996.2881	1558.8318	1510.9286	1298.70207	1473.5822	1559.5884	1157.91408	1003.03516	1115.45119
Acp4	1	0	0	4	1	3	2	2	0	0
