Gene name	CMC_heart_24h_MI_16_011_S11	CMC_heart_24h_MI_20_012_S12	CMC_heart_24h_MI_30_013_S13	CMC_heart_24h_MI_32_014_S14	CMC_heart_24h_MI_34_015_S15	CMC_heart_24h_SHAM_13_016_S16	CMC_heart_24h_SHAM_17_017_S17	CMC_heart_24h_SHAM_19_018_S18	CMC_heart_24h_SHAM_21_019_S19	CMC_heart_24h_SHAM_25_020_S20
Dscaml1	0	0	1.24014	0	0	0	0	0	0	0
Dscc1	5.88241	4	3	2	7	5	5.83242	0	5	1
Dse	175	230	225	184	262	129	130	84	110	165
Dsel	50.7107	146.577	149.15	148.698	199.114	91.1364	76.6026	57.4146	42.0371	126.357
Dsg1a	6	4	4.25105	2	4	5	2	3	4	1.37547
Dsg1b	0	1.00904	1.75009	0	1.00635	0	0	0	0	0
Dsg1c	0	0	0	0	0	0	1	0	0	1.62453
Dsg2	1414.16195	2228.16581	1970.24061	2388.1384	3580.29484	1449.2411	1598.90136	779.14097	908.00033	1772.85888
Dsg3	0	0	0	0	0	0	0	0	0	0
Dsg4	0	0	3	0	3	1	4	3	0	1
Dsn1	28.99999	47.000007	31.99997	25.00002	46.0000262	29.99997	9	11	10	33.00005
Dsp	9030	13437.97	11469.93	13622.04	17667	10758	10917	5838	5959	13659.03
Dspp	0	0	0	0	0	0	0	0	0	0
Dst	4191.13213	7767.951213	7971.248838	8824.729996	11352.64388	4469.61066	5539.76911	1867.2727	2693.23424	7526.854564
Dstn	2611	2958.99	3025	3555	4772.99	2102.99	1752	1385	1677	2532
Dstyk	344.99986	554.79108	484.72909	531.4897	814.55962	313.7966	331.3452	221.94475	244.964	454.74
Dtd1	133.943	171	140.006	172.418	223	127.554	108	76	76.7769	121.323
Dtd2	90	124	89	104	140	59	70	75	68	81
Dthd1	0	0	0	0	0	0	0	0	0	0
Dtl	23	28.9622	18.943	11.7671	19.2407	21.5635	8.89123	4.99343	7.15125	4.1409
Dtna	1087.6362	1304.7326	1531.99	1397.3142	2124.3762	821.4762	930.7457001	517.2234	665.01825	1070.51064
Dtnb	8.42755	49.13052	24.397113	22.11354	36.56667	11.4265	17.92246	5.17345	13.541122	22.41515
Dtnbp1	780.62108	1032.22259	764.6761	932.58255	1157.9929	550.67038	547.5317	437.9745215	496.25749	708.12715
Dtwd1	60.0000003	81	68	85	140	77	40	48	59.99996	67
Dtwd2	17.77628	30.8245	4.04896	29.9105	28.3377	32.3777	6.11331	21.6946	22.79318	21.9189
Dtx1	0	7.4398	0	0	2.81494	10.7826	3.59184	0	0	0
Dtx2	67.6382	101.28424	91.5085	67.58531509	143.8289	1.48273524	53.17327	36.9999	39.88375	65.36217
Dtx3	252.00024	397.77764	316.88958	415.75861	563.7889	306.87746	283.93087	150.87602	252.8217	241.80107
Dtx3l	186.568	290.465	259.568	314.214	378.297	202.74	161.306	119.473	139.724	289.832
Dtx4	153.173	204	167	190	230.11	103.141	93	44	74	155.305
Dtymk	149.92286	254.7754	188.37289	165.56004	301.6136	123.8624	91.40843	76.00003	114	120.9501
Duox1	5	4	1	5	3	1	2	0	0	1
Duox2	1	5	1	4	1	6	0	2	4	6
Duoxa1	1	0	0	1	3.18449	0	1	1	0	2
Duoxa2	1	0	1	1	1.81551	0	0	1	1	0
Dupd1	0	0	0	1	0	1	0	0	0	0
Dus1l	258.3868	488.84339	337.5394	388.5838	502.45745	169.69983	184.94421	138.88414	125.20307	230.7516
Dus2	59.0331	84.6847	135.858	71.0683	140.536	52.8191	57.2929	22.1309	62.3576	81.293
Dus3l	0	0	0	0	0	0	0	0	0	0
Dus4l	85	128	117.897	116	162	86	62	59	56	93
Dusp1	351.854	1080.31	843.627	1175.4	1528.98	268.654	355.089	178.789	154.712	475.416
Dusp10	113	189.50339	221	262	325.9998	55	56	56	39	66
Dusp11	587.404	1074.33	1033.39	989.001	1645.34	527.581	442.556	299.611	316.93	599.042
Dusp12	89.9739	137.4192	64.1672	96.3124	193.61	46.0297	43.33816	32.8056	32.2306	60.5504
Dusp13	2	1	2	1	1	0	1	0	0	0
Dusp14	7.99999779	9.99999436	4.00000497	7.00000256	20.00000144	2	5.00000193	0	0	2.0000029
Dusp15	0	0	0	1	0	0	0	0	0	0
Dusp16	350.0001	691.00013	626.22808	669.99945	920.99992	332.99994	336.00027	160.9995	220.9997	326.8743
Dusp18	501.129	859.42	694.491	1092	1022.13	593	429.15723	285	251.101	1147
Dusp19	30.6553	44.5124	45.626	33.0019	58.8451	42.6816	50.505	14.1132	32.6409	56.9225
Dusp2	9	19.6404	16	18	34.5548	3	1.21476	2	1	7
Dusp21	0	0	0	0	0	0	0	0	0	0
Dusp22	223.44852	325.01971	306.79891	242.48062	454.29954	235.21894	204.64063	132.81688	171.2536	234.9885
Dusp23	111	112.905	100	108	176	83.8084	94	58	91	106
Dusp26	3	8	6.52968	13	9.16725	8	0	1.61706	4.86748	3
Dusp27	748	1360	1589.998	1823.003	2344.003	416.9998	415	284.9998	362	470.0002
Dusp28	150	184	104	149	183	157	110	117	119	160
Dusp3	1448.98442	2147.83049	2160.89851	2200.645959	3599.92987	1238.83774	1033.951814	807.67902	937.86677	1429.78871
Dusp4	23	39	36	50	59	35	29	12	8	24
Dusp5	118	263	223	349	497	24	32	38	46	42
Dusp6	336.0055	623.5704	429.809	445.7866	693.1423	263.0002	262.9998	148	163.6343	270.077
Dusp7	407.114	746.58946	533.67199	513.841	767.1	355.12417	352.00026	202.749	332.662	402
Dusp8	359	654	702.99988	699.99978	990	310	305	200.99991	218	247
Dusp9	1.00736	7.06019	3	7.74285	7.00239	3	0	1	3	0
Dut	230.9997	261.0003	167.0001	199.0003	246.0005	228.99995	185	180.9997	165	222.0004
Duxbl1	0.333333	1.333333	1	2.36667	0	0	2	1.412333	0	1
Duxbl2	0.333333	0.333333	0	0	0	2	0	0.333333	0	0
Duxbl3	0.333333	1.333333	0	0	0	7.25E-07	0	0.333333	0	0
Duxf3	0	0	0	0	0	0	0	0	0	0
Dvl1	442.36438	779.0535	680.5876	689.465	1076.174	336.42193	310.3377	212.456	244.108	477.23805
Dvl2	54.8018	64.2848	54.617	52.8777	88.2332	33.50769	24.5626	30.3163	48.79044	35.5904
Dvl3	0	0	0	0	0	0	0	9.39398	0.00374136	0
Dxo	66.00001	98.4762	69.80107	83.89669	127.2775	59.42421	43.29151	25.61476	24.6168	43.6356
Dydc1	0	0	0	0	0	0	0	0	0	0
Dydc2	0	0	0	0	0	0	0	0	0	0
Dym	634	810	739	728	976	565	544	381	482	679
Dynap	0	0	0	0	0	0	0	0	0	0
Dync1h1	2440.3754	4947.54	4377.07	5095.5	6454.13	2513.87285	2497.38	1082.66	1444.06174	3432.02
Dync1i1	1	4.27617	0	5.76258	5	1	2	2.85676	0	1
Dync1i2	1014.4824	1289.7221	1430.5419	1420.5674	1934.827	861.1319	685.6222	553.213	620.5922	899.7998
Dync1li1	989.807	1282.77	1527.11	1723.45	2039.62	718	646.736	450.852	486	814.729
Dync1li2	1020.34	1643.01459	1538.5976	1600.3833	2340.12698	987.158	916.99613	725.417	748.96	1301.58
Dync2h1	54.00001	73.38590021	106.9606	119.8060124	143.173	66	42.5349729	22	21.63476003	57
Dync2li1	0	0	0	0	0	0	0	0	0	0
Dynll1	204.2464	456.176	386.99	370.638	562.606	108.6859	84.1165	106.4329	127.105	108.909
Dynll2	4308	5126.9975	4338.00695	5103.001	6530.9995	4626.9902	3948.0015	3294.00737	3355.9948	5688.9949
Dynlrb1	1024.4875	1262.8671	1246.2239	1276.5188	1716.669	807.4121	679.0506	530.4917	695.99965	904.0092
Dynlrb2	1	0	0	1	0	0	0	2	0	0
Dynlt1a	0	0	0	0	0	0	0	0	0	0
Dynlt1b	0	0	0	0	0	0	0	0	0	0
Dynlt1c	0	21.3278	0	0	0	0	0	0	0	0
Dynlt1f	0	0	0	0	0	0	0	0	0	0
Dynlt3	1163	1288.83	1332.54	1317.07	1920	1161	951.495	653	796.843	1294.82
Dyrk1a	764.8585	1375.49443	1347.394	1652.306	1864.5585	735.54543	542.121	379.820569	493.8564	810.557
Dyrk1b	111	211	114	118.0001	200	162	133	65	75.00000148	140.0004
Dyrk2	314	434	536	678.91	865.963	345	284	201	182	529
Dyrk3	8	11	7	13	28.99999	12	2.999998	1	2	3.999999
Dyrk4	0	1	0	0	0	0	0	0	0	0
Dysf	716.1068162	1723.7848	1535.469788	1629.801739	2593.892605	477.8082445	504.5632146	380.4879964	468.5209051	734.8465364
Dytn	0	0	0	0	0	0	0	0	0	0
Dyx1c1	14	21	15	31	34.99996	23.99997	18	2.96373	7	25
Dzank1	6.429696	21.00278	8.50347	8.690389	21.6397	11.250743	10.550138	4.000003	18.813137	15.0404
Dzip1	6.12859	13.1102	7.92382	17.77374	27.55464	25.2723	16.272	18	11.7826	27.1857
Dzip1l	45.96208	68.9897	72.06441411	61.0914	138.7869485	38.0531238	43.00004469	20.99999	35.1455	51.06605
Dzip3	78.26147	109.55133	159.65612	98.07116	253.0259	69.7442	66.359	44.18018	17.68239	126.07134
E030018B13Rik	0	2	0	2	1	0	0	0	0	0
E030025P04Rik	0	0	0	2	0	0	0	0	0	0
E030030I06Rik	0	5.53234	0	0	0	0	0	0	0	0
E130114P18Rik	0	0	0	0	2	5.999999	0	0	0	0
E130116L18Rik	0	0	0	0	0	0	0	0	0	0
E130208F15Rik	0	0	0	0	0	0	0	0	0	0
E130218I03Rik	0	1.83901	0	2.09698	0	0	0	0	0	0
E130308A19Rik	49.6244	103.0543	87.2719	74.0854	133.5603	54.76966	49.47343	31.06845	31.9657	79.4283
E130309D02Rik	93.5795	199.666	184.952	165.975	304.321	48.2345	52.4347	52.4842	39.365	56.549
E130311K13Rik	86.1259	103.636	94.58	81.0996	173.542	129.043	121.645	67.6627	66.1022	137.179
E230025N22Rik	0	2	1	0	1	0	0	2	0	0
E2f1	38.1016	34.9412	21.12089	10.47478764	25.054	14.0263961	4.542110681	12.0213	12.04090949	8.61943
E2f2	15	42	15	18.3935	30	3	4	4	9	0
E2f3	186.0002	310.9995	308.0004	352.99963	484.00028	111.0000004	126.0003406	73.000034	99.00003	132.0001
E2f4	261.465	555.758	469.472	487.793	871.79	184.57	134	101.664	115.712	196.233
E2f5	70	82	74	99	162.0003486	57	46	37	31	53
E2f6	294.401	498.893	438.214	436.594	696.221	379.23	255.681	268.984	167.944	407.938
E2f7	20.00046	31.759	40.46202	42.92476	63.5524	19.0009	19.91649	10.322442	13.00091	17.35424
E2f8	9	13	11	21	20.6733	10.3129	8.01503	7.98878	3	4.58405
E330009J07Rik	56	87	80.00004	105.00018	154.904	67	54.0000272	39	44	83
E330014E10Rik	0	0	0	0	0	0	0	0	0	0
E330017A01Rik	0	0	0	0	0	0	0	0	0	0
E330021D16Rik	3	1	4	2	8	1	2	1	3	0
E330034G19Rik	2	3	0	1	2	0	1	2	0	0
E430018J23Rik	62.8342	75.563	86.84668	102.8557	140.8444	53.7335	54.90186	24.99997	33	37
E4f1	105.6044	184.3211	151.7817	150.9388	198.1103	81.56642099	48.69208	70.15103	40.3603	60.4432
Eaf1	442	867.126	761.415	966.595	1316.39	182.564	193.034	152	196	256.08
Eaf2	0	7.22794	5.84425	7.01248	19.06858	11.34032	12.090308	0	9.6156	1.92764
Eapp	395.07337	440.485	424.68739	397.3574	622.6753	335.74328	313.90706	195.7147	232.3536	366.30449
Ear1	0	0	0	0	0	0	0	0	0	0
Ear10	0	0	0	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0	0	0	0
Ear2	8	41	24	24	23	5	4	3	5	5
Ear6	1	1	1	1	0	0	0	0	0	0
Ears2	142.063	255.619	257.289	223.6	375.393	126.288	98.6672	104.147	119.786	107.682
Ebag9	253.9996	308.0003	351.9999	334.00021	544.9996	251	220.99987	136	150	307.0006
Ebf1	174.60476	260.8639	252.7283	286.8492	375.7	174.71747	149.9826	104.639	151.472	246.2301
Ebf2	124.99987	132.00002	112.82455	165	182.9999	117	101.94935	48	104.94988	139.00045
Ebf3	100	172.0964	131.97696	174.99982	268.9998	89	83.9999927	56	72	129.3259938
Ebf4	4	15	0	3.44E-06	6.576570126	2.16E-06	2.20E-06	8.83E-08	1.17E-07	4
Ebi3	0	0	0	0	0	0	0	0	0	0
Ebna1bp2	302.962	436.154	474.5794	385.319	681.03	216.498	180.621	149.153	182.644	197.327
Ebp	109.639	121.624	119.903	134.5731	203.999626	97.99833	75.175	67.4703	71	102
Ebpl	27.6884	65.9531	43.039	32.7363	52.7308	39.3323	29.0707	19.7334	34.9905	39.5977
Ecd	358.6381	534.085	566.57	558.38532	785.691	316.256	270.32526	222.781	257.322	398.8491
Ece1	1056.00406	1855.9889	1621.9951	1950.99689	2435.97448	793.99964	681.99986	409.0001	510	863.99956
Ece2	0	12.86940021	13.00002	21.61983	16.81388	25.99999	2.9178	3.75418	7.95061	7.07069
Ecel1	4.68883	3.49214	1	1	4	0	1	0	2	5
Ech1	15267	20670.962	17710.1882	22443.4	28903.963	13713.58043	12780.4	9445.575	11269.792	16447.7087
Echdc1	417.6542	389.205	303.001	284.98	532.853	327.82468	311.48598	231.7808	304.0337	581.828
Echdc2	221.88	256.392	205.27591	266.719	368.576	186.69	161.975	110.295	135.06849	175.855
Echdc3	273.603	311.673	202.698	285.066	325.32	280.477	325	176	213	366.161
Echs1	4232.75	5273.62	4255.91	5640.62	6394.38	4208.7	3624.53	2840.12	3205.66	4812.91
Eci1	0	0	0	0	0	0	0	0	0	0
Eci2	2096.67405	2920.884507	2491.698084	3242.389642	3800.3181	1874.674308	1715.60131	1125.6161	1534.9877	2137.605161
Eci3	0	0	1.00365	0	1.00756	0	0	0	0	0
Ecm1	464.91565	724.61386	508.6886715	457.43619	833.05463	264.96812	234.23145	135.38665	158.79473	225.553958
Ecm2	295.866	162.612	188.032	171.204	238.956	286.506	349.615	149.404	163.779	418.933
Ecpas	2257.15537	2678.99424	2613.15432	2838.4417	3873.05726	2444.79842	2323.20369	1398.54051	1577.18675	2995.57886
Ecscr	348	643.98532	568.0004	699.99155	957.00014	160.9995	125.00012	105.99979	127	199.99953
Ecsit	746	1041.99987	945.0008	1000.8721	1445.9918	687.9994	638	500	542.99109	914.99935
Ect2	1.16E-08	15	12.87584656	1.85E-07	20.00001	2.89E-07	0	0	1.12E-08	1.10E-07
Ect2l	0	0	2	1.04278	0	1.07146	0	0	0	0
Eda	52.99994218	68.69846808	54.99998387	55.00000111	77.00007277	44.0000293	24.99997713	22.99990863	24.00001844	48.99997178
Eda2r	67.877	115.594	122.677	101.844	202.076	54.1772	42.016	30.8059	32.1037	55.455
Edar	8	5	5	14	12	2	8	3	2	4
Edaradd	5	3	3	6	1	0	2	0	0	1
Edc3	95.1891	128.909	145.844	101.59	143.159	104.402	146.80407	37.0955	30.164	110.468
Edc4	306.84284	578.56849	558.52545	639.19455	811.93876	245.00041	219.15321	165.00021	218	297.00014
Eddm3b	0	0	0	0	1	0	0	0	0	0
Edem1	309.427	588.496	506.635	620.601	830.225	209.585	151.433	83.8181	150.368	176.015
Edem2	111.858	182.404	152.044	166.618	188.179	105.67	74.2429	69.9193	85.2224	75.8507
Edem3	496.99976	853.00027	895.9996795	887.00034	1228.00453	421.00006	426	269	337	621.9996
Edf1	1053.97	1495.1	1207.96	1267.89	1757.32	833.936	742.808	581.215	719.593	992.392
Edil3	7	5.000003	1	6.15916	2	5	12	2	1	7
Edn1	107	118	123	120	159	86	70	43	52	60
Edn2	0	0	0	1	1	0	0	0	0	0
Edn3	27.4079	17	48.4611	33.3483	37.00000001	23	16	13	16	12.6472
Ednra	468.518	680.373	653.223	895.624	967.672	527.528	302.957	231.58	259.828	833.069
Ednrb	498.718	708.339	656.882	965.2385	1218.264	344.4881	269.961	204.0001	204.6446	288.4082
Edrf1	185.7138	298.9543	230.5963	248.3206	406.1764	167.53764	173.00557	91.42	133	180.15255
Eea1	751.884	1193.29	1117.2	1403.76	1784.99	809.741	736.057	362.112	450	802.202
Eed	230.7932	364.3232	351.40873	300.88268	507.6527	177.2555	133.3445	142.7895	143.6186	214.7446
Eef1a1	17525.9569	24881.7599	24242.0756	25996.85559	34944.3411	10692.75936	8983.27	6229.52	8831.94613	10123.15871
Eef1a2	7968	10661	9059	9266	15150	8373	7252	5132	6141	9348
Eef1akmt1	233	277	275.878	255	371.163	207.121	161	146.012	168	217.23
Eef1akmt2	66.7853	89.71168	84.46887	67.2735	144.8208	57.2318	32.8847	56.9797	52.1912	80.4406
Eef1akmt3	4.34406	6.33322	4.1908	5.46964	9.59485	1.06083	2.12488	1.40228	2.07282	1.38676
Eef1akmt4	0	0	2.72272	2.4068	3.49312	0	0	0	0	2.87419
Eef1b2	1512.704	1930.039	1714.208	1676.703	2718.47	972.551	848.71	729.426	794.578	1028.597
Eef1d	1276.667	1706.9659	1412.241	1554.40977	2317.88865	1084.56785	820.190871	758.81119	900.49015	1273.41267
Eef1e1	251	412.07	465.738	373.233	691.363	124	129.371	110	126	169
Eef1g	3656.48	5638.17	5535.35	5097.94	8487.56	2696.44	2186.23	1965.68	2451.65	2934.77
Eef2	14549.2	21798.5	18278.6	19519.2	29169.8	12462.2	10475.4	7243.77	9277	13896.5
Eef2k	714.17751	1277.447143	1191.22428	1688.62065	1688.71819	480.14582	495.7007214	247.20098	494.89785	396.08079
Eef2kmt	98.254	237.2505	192.3137	160.6551	274.8617	123.157	114.4572	49.8089	113.673	116.9451
Eefsec	44.99999	77.00005	60.999999	61.50055	103.815	44.00001	29.99996	23.99995	28.79379353	39.99996
Eepd1	202	238	218	199	295	187	226	185	126	314
Efcab1	0	0	0	0	0	0	0	0	0	0
Efcab10	0	0	0	0	0	0	0	0	0	0
Efcab11	3.000003	0	1	3.807466	0	0	4	0	3	0
Efcab12	0	0	2	0	0	0	0	0	1	0
Efcab14	650.35674	825.03292	850.46052	754.9136	1216.70319	600.519	538.532	347.4763	418.0661	761.282
Efcab2	1040.74	793.037	679.288	790.952	1038.33	1418.15	1180.6	859.352	1063.09	1747.04
Efcab3	0	0	0	0.900133	0	0	0	0	0	0
Efcab5	2.58016	10.46310141	4	5.34267	12.5577	5.45625	4	0	3.000000054	3.49505
Efcab6	0	0	0	0	0	0	0	0	0	0
Efcab7	21.00004	29	36	37.00002	49	21.00002	24.00002	15.99995	12.00001	24.99995
Efcab8	0	0	0	0	0	0	0	0	0	0
Efcab9	1	1	0	0	1	0	1	1	1	0
Efcc1	2.03259	5.83482	2	3.38281	12.0127	3.23948	0	0	4	6
Efemp1	196.9996	83	53.2445	53.16102	93	215.9996	147.0001	89	101	81
Efemp2	172.00038	238.94809	219.4756	198.99974	323.94407	78.64217	62.47979	66	86.00001598	88.88924
Efhb	0	6	3	4	3	2	4	1	0	0
Efhc1	1	3	7	1	10	6	5	11	2	4
Efhc2	1	8	3	5	10	5	6	1	1	4
Efhd1	46	60	42.5714	51	89.8972	13.1185	16	23	13.0483	34
Efhd2	1216	2700	3034	3392	4631	323	274	205	362	333
Efl1	114.8389553	190.0134	185.1082	175.7337	274.3864	102.1402	109.0587329	55.50819	84.8964	98.00001755
Efna1	291	340	291.99964	387	459.99987	173	178	186	247	268.99976
Efna2	4	7	4	4	7	12	9	2	13	9
Efna3	0	2	1.14629	3.4504	5.99962	0	0	0	0	1.14676
Efna4	4	3	3	2	3	0	1	1	0	2
Efna5	158	204.99978	261	218	411	129	99	88	114	139
Efnb1	158	363	322	392.994	454.755	200.01	136	133	105	284
Efnb2	304.99988	447	442	474.00036	721.933	208	171.00013	137	171.917	331
Efnb3	536	427	352	346	423	748	657	506	346	931
Efr3a	786.81036	976.55026	944.94324	1071.874066	1597.89789	877.24984	831.38689	484.16637	493.72189	1161.7156
Efr3b	137.0165	208.983	186.6317	267.9932	348.7677	117.012	114.1017	75.003	75.0113	186.0073
Efs	19	24.25252	9.56097	24.1521	52.99999	25	24.99996	22.00005	14.9999989	24
Eftud2	395.1427	654.10506	582.4844	565.213	811.030002	319.70006	257.30274	196.5697	284.62864	343.5115
Egf	53.2818	71.5605	51.87321	82.2186	96.542	60.50662	91.1301	56.4847	52.6348	66.2979777
Egfem1	0	2	0	0	0	0	0	1	0	2
Egfl6	0	4.00169	2.00045	4.00254	0	3	3	1	1	0
Egfl7	739.76246	1343.4163	997.2712008	1193.18	1625.86651	429.94774	350.3448946	459.77105	501.8843	548.94149
Egfl8	4.6761	5.083737	9.260846595	11	13.9108	0	2	4	4	0
Egflam	180.3412	209.2559	141.0236	172.8494	229.7824	206.3235	194.4099	119.406	172.0133	185.8119
Egfr	151.28604	206.4985	195.3409	247.212	300.8229	125.5009	109.3659	44.39478	78.57355	176.96984
Egln1	4220	5321	4211	4947	6728	4296	4010	3149	3157	5981
Egln2	551.0002	986.819	831.8248	850.167	1207.2247	423.59	348.816	285.829	333.885	486.7424
Egln3	1063	1544	1608	2170	3047	395	393	415	266	982
Egr1	477.0005	615.9997	930.0002	1375.0022	1368	289.9998	1021.9996	226.99964	88.99997	607.0004
Egr2	36	106.9997663	114.000056	132.9996	144.0001	4	6	6	2.999998	23
Egr3	0	59.00004	30.20905	23.8683	87	2.41089	0.0618972	0	1.44014	0
Egr4	0	0	0	1	1	0	0	0	0	0
Ehbp1	1266.5608	1885.4944	2037.113	1851.1907	3610.4539	838.36752	1020.871806	601.97126	705.15254	1398.206539
Ehbp1l1	3123.891	5368.33	4961.916	4906.265	7649.57	2481.424	2077.174	1747.004	1682.029	3113.41
Ehd1	637.301	1191.01	981.177	1111	1302.81	524.154	396.09	239	327.958	532.245
Ehd2	1052.99725	2173.6096	1897.0042	1879.0011	2720.0033	1016.44	754.9999	627	768	1199
Ehd3	0	0	0	0	0	0	0	0	0	0
Ehd4	9512.25	17521.9	17329	20482.7	26318.9	5191	4744.36	3310.35	4377	5943
Ehf	1.00278	0	0	0	1.00115	0	0	0	0	1.14541
Ehhadh	0	0	0	0	0	0	0	0	0	0
Ehmt1	199.77382	359.18077	349.1844513	329.72598	556.39756	188.878081	166.9182556	145.7831884	171.5039671	254.3275469
Ehmt2	442.1746004	715.2789146	531.0600264	583.4399003	895.9025002	346.4854021	392.1984002	191.1070205	224.76051	440.09619
Ei24	800.696	1109.2407	1148.319	1120.83854	1575.789	692.4746	627.61053	509.9254	605.854	915.1915
Eid1	770.69	875.551	787.636	890.418	1229.01	686.606	548.768	465	565.956	671.661
Eid2	95	133	115	136	196	109	82	28	71	94
Eid2b	122	161	106	142	158	141	142	82	101	170
Eid3	0	4	2	5	9	2	1	2	2	2
Eif1	6070.0161	8447.90324	7632.77485	8774.79933	11188.0465	5743.36573	4346.95122	3831.79045	4880.28	6322.22383
Eif1a	897	1557	1663.997	1739.995	2548.001	375	308	234.0003	309	409
Eif1ad	273.853	581.003	536.204	507	768	229	211	196	176	326
Eif1ax	1201.59	1588.22	1520.61	1549.16	2423.77	1015.5	952.735	661.612	865.633	1200.39
Eif1b	448	635	631	583.99959	962.00034	418.9999	265.99953	267	411.9998	401.00012
Eif2a	492.274	502.0801	590.28617	684.04	832.003	300.025	407.75	196.759	135.545	472.011
Eif2ak1	447.372	663.1	639.286	614.634	915.232	435.863	372.159	248.664	327.966	525.382
Eif2ak2	211.82	301.686	328.522	311.744	424.544	189.741	164.174	107.765	140.74	212.761
Eif2ak3	201	296.983	271.95288	278.9122	384.10406	128	110	68	102.00005	144.73905
Eif2ak4	108	203.9098	179.99999	248.00039	298.99953	120.99991	111.00005	59.9999	59.8814	86.99998
Eif2b1	329	509.99959	456.344	408.8782	683.17264	284	215.216785	166.54224	213	279
Eif2b2	302.561	404.863	397.7743	387.217	589.60102	163.975	177.5589	105.998	145.48596	232.3455
Eif2b3	208.36824	357.0843	344.6671	358.00661	464.6769	165	121.87	85.5011	96.0072	152.00035
Eif2b4	453.29392	730.03607	706.482533	690.755	971.2989	370.4217829	286.7024	291.6844	254.8993	407.4480007
Eif2b5	45.5362	42.772	25.2378	31.632	47.3879	19.0166	14.8475	20.253	43.1591	0
Eif2d	398.5081	493.94489	434.3611	431.1357	548.17886	308.8036	297.27086	216.12398	257.097	359.425
Eif2s1	1075.51	1486.1	1596.84	1489.31	2334.82	772.029	672.419	500.386	619.181	898.102
Eif2s2	2425.51172	3404.21671	3531.69187	3517.64577	5175.44498	1674.21084	1398.80986	1041.67744	1232	1859.45201
Eif2s3x	2017.63	2889.89911	3188.96	3164.62	4344.79	1636.99	1434.98	1025	1278	1791.47
Eif2s3y	748.986	988.127	878.516	1136.41	1228	626.722	660.905	460.268	447.551	848.597
Eif3a	3034	4274	4337	4828	6627	2450	2237	1401	1655	3294
Eif3b	1421.004	2457.998	2041.001	2244.83	3358.571	1018	837.0005	709	952.0001	1058
Eif3c	1643.0049	2351.4388	2234.996	2508.9545	3400.9969	1321.001	1198.9958	764	915.00018	1567.9951
Eif3d	0	0	0	0	0	0	0	0	0	0
Eif3e	2026.34	2469.2	2320.05	2559.98	3398.04	1678.12	1362.18	1003	1413.94	1737.78
Eif3f	1198.75	1640.73	1389.87	1523.64	2057.87	953.447	747.075	617	871.62	973
Eif3g	712.18	1068.53	1055.6	1096.64	1485.4	512	432.924	324.889	441.744	561.285
Eif3h	2500.44	3232.28	2990.91	3136.37	4086.56	1987.72	1771.36	1203	1576	2193
Eif3i	1017.86	1424.7827	1444.1972	1468.5482	1996.7053	729.9284	643.1972	465.9852	568.993	816.53391
Eif3j1	1280.79	1895.77	1858.86	1857.44	2633.12	1208.03	995.753	696.578	876.364	1256.29
Eif3j2	766.103	990.385	1010.95	1002.07	1628.55	552.239	510.675	355.779	373.977	889.199
Eif3k	808.8694	1049.4638	926.2653	1068.1247	1515.4473	633.2585	499.86213	440.5625478	518.57513	658.9244
Eif3l	0	0	0	0	0	0	0	0	0	0
Eif3m	1638.3365	1895.08993	1992.9701	2102.855	3020.9233	1367.00332	1125.6335	836	1100.99992	1467.86797
Eif4a1	5050.96	9089.28	9437.97	10500.7	13957	2402.63	1867.83	1558.89	2006.63	2551
Eif4a2	1218.0361	1750.3678	1452.623	1590.5018	2707.426	864.7455	917.351	620.6955324	660.2582	1543.211
Eif4a3	525.025	846.88084	797.45366	871.967	1297.2931	394.9998	313.376	244.647	264.445	459.793
Eif4b	0	0	0	0	0	0	0	0	0	0
Eif4e	1821.0772	2170.644	2080.4732	2097.9509	3119.3239	2068.33346	1821.3318	1321.25718	1644.56221	2106.74007
Eif4e1b	0	0	1	3	2	0	1	0	1	3.81771
Eif4e2	618.00036	1030.88417	1000.51553	990.02263	1551.3989	525.83371	394.76567	289.43808	378.90969	581.83257
Eif4e3	622.94	772.97	761.937	805.224	1097.77	580.85	609.944	401.979	452.931	737.399
Eif4ebp1	649.29	967.445	902.065	921.547	1174.5	467.216	423.225	238.343	446.002	306.194
Eif4ebp2	958	1325	1276	1275	1988	911	839	615	676	1201
Eif4ebp3	23.7753	13.2674	13.221	9.94729	4.4763	0	11.502	5.68759	0	5.54787
Eif4enif1	548.8065	927.75082	853.334	890.66135	1213.815	405.16037	394.83632	217.69128	282.064	581.09377
Eif4g1	4286.180358	7746.8926	7802.135629	8636.4617	11583.45803	3557.404976	4310.311557	1803.954747	2400.816921	5797.030673
Eif4g2	13133.3068	19582.66349	17802.59084	19781.23887	28097.16914	12070.86264	10758.42318	8543.42684	8840.1315	16124.75332
Eif4g3	627.00001	1052.85611	859.99998	1108.00075	1382.492875	527.00021	499.554609	281.7681876	323.0457101	618.84257
Eif4h	1922.37	3079.455	2792.43	2846.99	4097.33	1481.421	1230.246	1017.038	1194.181	1749.633
Eif5	3693.69847	6513.1292	6305.479855	7332.78033	10831.52105	2531.381	2078.84919	1665.87732	1733.429	2884.451826
Eif5a	4452.0011	7508.00431	6961.99859	6981.998	10152.00156	2996.99935	2439.9981	2218.995	2649.9959	3208.9966
